Código da IES,Nome da IES,Sigla da IES,Município,UF,Categoria Administrativa,Organização Acadêmica
1996,INSTITUTO CUIABÁ DE ENSINO E CULTURA,ICEC,CUIABA,MT,Privada,Faculdade
38,UNIVERSIDADE DO ESTADO DO PARÁ,UEPA,BELEM,PA,Pública,Universidade
1346,FACULDADE BATISTA DE MINAS GERAIS,FBMG,BELO HORIZONTE,MG,Privada,Faculdade
764,FACULDADE PINHEIRO GUIMARÃES,FAPG,RIO DE JANEIRO,RJ,Privada,Faculdade
795,FACULDADES INTEGRADAS DE DIAMANTINO,FID,DIAMANTINO,MT,Privada,Faculdade
2402,FACULDADE CIDADE DO SALVADOR,FCS,SALVADOR,BA,Privada,Faculdade
1939,INSTITUTO DE ENSINO SUPERIOR DE LONDRINA - INESUL,INESUL,LONDRINA,PR,Privada,Faculdade
10058,FACULDADE DE TECNOLOGIA DE VALENÇA,FACTIVA,VALENCA,BA,Privada,Faculdade
1764,FACULDADE DE EDUCAÇÃO REGIONAL SERRANA,FUNPAC,"CONCEICAO DOCASTELO",ES,Privada,Faculdade
1586,UNIVERSIDADE DO VALE DO SAPUCAÍ,UNIVÁS,POUSO ALEGRE,MG,Privada,Universidade
1622,FACULDADE DO INTERIOR PAULISTA,FIP,BARRA BONITA,SP,Privada,Faculdade
5592,FACULDADES INTEGRADAS DO NORTE DE MINAS - FUNORTE,FUNORTE,MONTES CLAROS,MG,Privada,Faculdade
2456,FACULDADE DE ADMINISTRAÇÃO DE CHAPADÃO DO SUL,FACHASUL,CHAPADAO DO SUL,MS,Privada,Faculdade
1066,INSTITUTO DE ENSINO E PESQUISA OBJETIVO,IEPO,PALMAS,TO,Privada,Faculdade
1144,FACULDADE DE CIÊNCIAS HUMANAS,IMENSU,MAIRIPORA,SP,Privada,Faculdade
1429,FACULDADE BATISTA DO RIO DE JANEIRO,FABAT,RIO DE JANEIRO,RJ,Privada,Faculdade
2341,FACULDADE DA ALDEIA DE CARAPICUÍBA,FALC,CARAPICUIBA,SP,Privada,Faculdade
1115,FACULDADE SANTA TEREZINHA,CEST,SAO LUIS,MA,Privada,Faculdade
1733,FACULDADE DE ENSINO SUPERIOR DE MARECHAL CÂNDIDO RONDON,ISEPE  RONDON,"MARECHALCANDIDO RONDON",PR,Privada,Faculdade
2745,ESCOLA SUPERIOR DA AMAZÔNIA,ESAMAZ,BELEM,PA,Privada,Faculdade
14153,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE PORTEIRINHA,FUNEES Porteirinha,PORTEIRINHA,MG,Privada,Faculdade
1371,FACULDADE DE MIRANDÓPOLIS,FAM,MIRANDOPOLIS,SP,Privada,Faculdade
1544,FACULDADE DECISÃO,FADEC,FLORIANOPOLIS,SC,Privada,Faculdade
2804,FACULDADE CCAA,FAC CCAA,RIO DE JANEIRO,RJ,Privada,Faculdade
3302,FACULDADE DE JUNQUEIRÓPOLIS,ISEJ,JUNQUEIROPOLIS,SP,Privada,Faculdade
1263,FACULDADE BEZERRA DE ARAÚJO,FABA,RIO DE JANEIRO,RJ,Privada,Faculdade
214,FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG,FEAMIG,BELO HORIZONTE,MG,Privada,Faculdade
1657,FACULDADE EDUCACIONAL DE DOIS VIZINHOS,FAED,DOIS VIZINHOS,PR,Privada,Faculdade
1933,FACULDADE BIRIGUI,FABI,BIRIGUI,SP,Privada,Faculdade
2054,FACULDADE DE EDUCAÇÃO DE NOVA ANDRADINA,FENA,NOVA ANDRADINA,MS,Privada,Faculdade
793,CENTRO UNIVERSITÁRIO ESTÁCIO RADIAL DE SÃO PAULO - ESTÁCIO UNIRADIAL,RADIAL,SAO PAULO,SP,Privada,Centro Universitário
763,INSTITUTO UNIFICADO DE ENSINO SUPERIOR OBJETIVO,IUESO,GOIANIA,GO,Privada,Faculdade
4037,FACULDADE DE TECNOLOGIA INTENSIVA,FATECI,FORTALEZA,CE,Privada,Faculdade
708,INSTITUTO DE CIÊNCIAS SOCIAIS APLICADAS,UNEB,BRASILIA,DF,Privada,Faculdade
3610,FACULDADES INTEGRADAS PROMOVE DE BRASILIA,,BRASILIA,DF,Privada,Faculdade
1230,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,UNIPINHAL,"ESPIRITO SANTO DOPINHAL",SP,Privada,Centro Universitário
2186,FACULDADE SALESIANA DOM BOSCO,FSDB,MANAUS,AM,Privada,Faculdade
2556,FIAM-FAAM - CENTRO UNIVERSITÁRIO,UNIFIAM-FAAM,SAO PAULO,SP,Privada,Centro Universitário
2194,FACULDADE ANHANGUERA DO RIO GRANDE,,RIO GRANDE,RS,Privada,Faculdade
1998,INSTITUTO SUPERIOR DE EDUCAÇÃO ELVIRA DAYRELL,ISEED,VIRGINOPOLIS,MG,Privada,Faculdade
1432,FACULDADE BERTIOGA,FABE,BERTIOGA,SP,Privada,Faculdade
1743,FACULDADE DE TECNOLOGIA OSWALDO CRUZ,"FATEC OSWALDOCRUZ",SAO PAULO,SP,Privada,Faculdade
568,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,SAO LUIS,MA,Pública,Universidade
4028,FACULDADE DE ITAPECERICA DA SERRA,FIT,"ITAPECERICA DASERRA",SP,Privada,Faculdade
14173,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE RIBEIRÃO DAS NEVES,"FUNEES R. dasNeves","RIBEIRAO DASNEVES",MG,Privada,Faculdade
1609,FACULDADE DOS CERRADOS PIAUIENSES,FCP,CORRENTE,PI,Privada,Faculdade
1828,ESCOLA DA CIDADE - FACULDADE DE ARQUITETURA E URBANISMO,"ESCOLA DACIDADE",SAO PAULO,SP,Privada,Faculdade
14028,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE BETIM,FUNEC Betim,BETIM,MG,Privada,Faculdade
2049,INSTITUTO DE ESTUDOS SUPERIORES DO MARANHÃO,IESMA,SAO LUIS,MA,Privada,Faculdade
1204,FACULDADE DE AMAMBAI,FIAMA,AMAMBAI,MS,Privada,Faculdade
745,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE SÃO MANUEL,IMESSM,SAO MANUEL,SP,Pública,Faculdade
2581,FACULDADE SÃO SALVADOR,FSS,SALVADOR,BA,Privada,Faculdade
3205,FACULDADE DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE,FACISA,VICOSA,MG,Privada,Faculdade
2832,INSTITUTO SUPERIOR DE EDUCAÇÃO PROGRAMUS,ISEPRO,AGUA BRANCA,PI,Privada,Faculdade
809,FACULDADE DE DIREITO E CIÊNCIAS SOCIAIS DO LESTE DE MINAS - FADILESTE,FADILESTE,REDUTO,MG,Privada,Faculdade
1823,INSTITUTO DE ENSINO SUPERIOR DO AMAPÁ,IESAP,MACAPA,AP,Privada,Faculdade
775,FACULDADE ALVORADA DE EDUCAÇÃO FÍSICA E DESPORTO,FAEFD,BRASILIA,DF,Privada,Faculdade
874,FACULDADE DE ESTUDOS SOCIAIS APLICADOS DE VIANA,FESAV,VIANA,ES,Privada,Faculdade
3459,INSTITUTO DE ENSINO SUPERIOR E PESQUISA,INESP,DIVINOPOLIS,MG,Privada,Faculdade
1540,INSTITUTO DE ENSINO SUPERIOR DE RONDÔNIA,IESUR,ARIQUEMES,RO,Privada,Faculdade
3396,FACULDADE LS,FACELS,BRASILIA,DF,Privada,Faculdade
3161,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SERTÃO PERNAMBUCANO",,PETROLINA,PE,Pública,"Instituto Federal de Educação, Ciência e Tecnologia"
308,UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS,UNIPAC,BARBACENA,MG,Privada,Universidade
2158,FACULDADE SANTA MARIA,FSM,CAJAZEIRAS,PB,Privada,Faculdade
1344,FACULDADE BORGES DE MENDONÇA,FBM,FLORIANOPOLIS,SC,Privada,Faculdade
1467,FACULDADE CENECISTA DE VILA VELHA,FACEVV,VILA VELHA,ES,Privada,Faculdade
2365,FACULDADE CATÓLICA DO TOCANTINS,FACTO,PALMAS,TO,Privada,Faculdade
159,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CARUARU,FAFICA,CARUARU,PE,Privada,Faculdade
2027,FACULDADE DE CAMPINA GRANDE,FAC-CG,CAMPINA GRANDE,PB,Privada,Faculdade
4396,CENTRO UNIVERSITÁRIO DE MINEIROS,UNIFIMES,MINEIROS,GO,Pública,Centro Universitário
1283,INSTITUTO MANCHESTER PAULISTA DE ENSINO SUPERIOR,IMAPES,SOROCABA,SP,Privada,Faculdade
2623,FACULDADE DO TAPAJÓS,FAT,ITAITUBA,PA,Privada,Faculdade
1708,INSTITUTO PERNAMBUCANO DE ENSINO SUPERIOR,IPESU,RECIFE,PE,Privada,Faculdade
1350,FACULDADE DO VALE DO JAGUARIBE,FVJ,ARACATI,CE,Privada,Faculdade
2859,FACULDADE DE BELÉM,FABEL,BELEM,PA,Privada,Faculdade
674,CENTRO DE ENSINO SUPERIOR DO VALE SÃO FRANCISCO,CESVASF,"BELEM DE SAOFRANCISCO",PE,Pública,Faculdade
1034,UNIÃO DE ESCOLAS SUPERIORES DA FUNESO,UNESF,OLINDA,PE,Privada,Faculdade
2076,FACULDADE REGIONAL DA BAHIA,FARB,SALVADOR,BA,Privada,Faculdade
4068,FACULDADE ICESP,ICESP,BRASILIA,DF,Privada,Faculdade
4594,FACULDADE CATÓLICA DE RONDONIA,FCR,PORTO VELHO,RO,Privada,Faculdade
14133,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE LAMBARI,FUNEES Lambari,LAMBARI,MG,Privada,Faculdade
950,UNIÃO DE ENSINO SUPERIOR DE NOVA MUTUM,UNINOVA,NOVA MUTUM,MT,Pública,Faculdade
263,FACULDADES INTEGRADAS CAMPOS SALLES,FICS,SAO PAULO,SP,Privada,Faculdade
4009,FACULDADE DE TECNOLOGIA ESTÁCIO DE CURITIBA,"FATEC ESTÁCCURITIBA",CURITIBA,PR,Privada,Faculdade
828,FACULDADE DE SÃO LOURENÇO,FASAMA,SAO LOURENCO,MG,Privada,Faculdade
2266,FACULDADE CAMBURY DE FORMOSA,CAMBURY,FORMOSA,GO,Privada,Faculdade
4849,"FACULDADE DE CIÊNCIAS HUMANAS, ECONÔMICAS E DA SAÚDE DE ARAGUAÍNA",FAHESA / ITPAC,ARAGUAINA,TO,Privada,Faculdade
5131,FACULDADE DE TECNOLOGIA SENAC CAÇADOR,SENAC,CACADOR,SC,Privada,Faculdade
2257,FACULDADE DIADEMA,FAD,DIADEMA,SP,Privada,Faculdade
3683,FACULDADE UNILAGOS,UNILAGOS,MANGUEIRINHA,PR,Privada,Faculdade
991,FACULDADE SENAI-CETIQT,SENAI-CETIQT,RIO DE JANEIRO,RJ,Privada,Faculdade
5077,UNIVERSIDADE ESTADUAL DE RORAIMA,UERR,BOA VISTA,RR,Pública,Universidade
840,FACULDADE VITORIANA DE TECNOLOGIA,FAVI,VITORIA,ES,Privada,Faculdade
1071,INSTITUTO DE ENSINO SUPERIOR DA FUNLEC,IESF,CAMPO GRANDE,MS,Privada,Faculdade
1977,CENTRO DE ESTUDOS SUPERIORES APRENDIZ,CESA,BARBACENA,MG,Privada,Faculdade
2362,FACULDADE DE CIÊNCIAS MÉDICAS DE CAMPINA GRANDE,FCM,CAMPINA GRANDE,PB,Privada,Faculdade
1360,FACULDADE SÃO GABRIEL,FSG,TERESINA,PI,Privada,Faculdade
4064,FACULDADE DE TECNOLOGIA FAMA,FAMA,RECIFE,PE,Privada,Faculdade
712,CENTRO UNIVERSITÁRIO HERMÍNIO DA SILVEIRA,UNI IBMR,RIO DE JANEIRO,RJ,Privada,Centro Universitário
4030,CENTRO UNIVERSITÁRIO FLUMINENSE,UNIFLU,"CAMPOS DOSGOYTACAZES",RJ,Privada,Centro Universitário
234,FACULDADES OSWALDO CRUZ,FOC,SAO PAULO,SP,Privada,Faculdade
15059,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,SANTAREM,PA,Pública,Universidade
5591,FACULDADES INTEGRADAS CAMÕES,FICA,CURITIBA,PR,Privada,Faculdade
3027,FACULDADE DE CIÊNCIAS EDUCACIONAIS E SISTEMAS INTEGRADOS,FACESI,IBIPORA,PR,Privada,Faculdade
461,FACULDADE DE ADMINISTRAÇÃO DA FUNDAÇÃO ARMANDO ALVARES PENTEADO,FAE-FAAP,SAO PAULO,SP,Privada,Faculdade
1885,UNIDADE DE ENSINO SUPERIOR DOM BOSCO,UNDB,SAO LUIS,MA,Privada,Faculdade
1845,FEFISA - FACULDADES INTEGRADAS DE SANTO ANDRÉ,FEFISA,SANTO ANDRE,SP,Privada,Faculdade
1304,FACULDADES INTEGRADAS DE RIBEIRÃO PIRES,FIRP,RIBEIRAO PIRES,SP,Privada,Faculdade
881,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE ASSIS,IMESA,ASSIS,SP,Pública,Faculdade
1051,FACULDADE DE CIÊNCIAS CONTÁBEIS - MACEIÓ,SEUNE,MACEIO,AL,Privada,Faculdade
456,CENTRO UNIVERSITÁRIO SANT ́ANNA,UNISANT'ANNA,SAO PAULO,SP,Privada,Centro Universitário
1503,FACULDADE DOUTOR LEOCÁDIO JOSÉ CORREIA,FALEC,CURITIBA,PR,Privada,Faculdade
1536,FACULDADE DE TELÊMACO BORBA,FATEB,TELEMACO BORBA,PR,Privada,Faculdade
1600,INSTITUTO DE CIÊNCIAS DA SAÚDE,ICS,MONTES CLAROS,MG,Privada,Faculdade
4092,FACULDADE DE TECNOLOGIA PEDRO ROGÉRIO GARCIA,FATTEP,CONCORDIA,SC,Privada,Faculdade
67,ESCOLA DE ENGENHARIA DE PIRACICABA,EEP/FUMEP,PIRACICABA,SP,Pública,Faculdade
14127,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE CAMPO BELO,"FUNEES CampoBelo",CAMPO BELO,MG,Privada,Faculdade
225,INSTITUTO DE ENSINO SUPERIOR SANTO ANDRÉ,IESA,SANTO ANDRE,SP,Privada,Faculdade
2183,CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ,CUFSA,SANTO ANDRE,SP,Privada,Centro Universitário
1928,FACULDADE CENECISTA ILHA DO GOVERNADOR,FACIG,RIO DE JANEIRO,RJ,Privada,Faculdade
2624,FACULDADE DO LITORAL PARANAENSE,FLP,GUARATUBA,PR,Privada,Faculdade
36,FACULDADE DE TECNOLOGIA RUBENS LARA,FATEC-BS,SANTOS,SP,Pública,Faculdade
637,FACULDADE DE ENGENHARIA SÃO PAULO,FESP,SAO PAULO,SP,Privada,Faculdade
3866,FACULDADE BRASILEIRA DE EDUCAÇÃO E CULTURA,FABEC BRASIL,GOIANIA,GO,Privada,Faculdade
1843,FACULDADE DE ADMINISTRAÇÃO DE CAMPO BELO,FACAMP,CAMPO BELO,MG,Privada,Faculdade
2470,INSTITUTO SALVADOR DE ENSINO E CULTURA,ISEC,SALVADOR,BA,Privada,Faculdade
913,FACULDADES INTEGRADAS DE PARANAÍBA - FIPAR,FIPAR,PARANAIBA,MS,Privada,Faculdade
1280,FACULDADE ESTÁCIO COTIA,Estácio FAAC,COTIA,SP,Privada,Faculdade
760,FACULDADE DE CIÊNCIAS HUMANAS DE PERNAMBUCO,FCHPE,RECIFE,PE,Privada,Faculdade
14156,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE TEÓFILO OTONI,"FUNEES TeófiloOtoni",TEOFILO OTONI,MG,Privada,Faculdade
1476,FACULDADES INTEGRADAS INTERAMERICANAS,FAITER,SAO PAULO,SP,Privada,Faculdade
2423,FACULDADE DE CIÊNCIA E TECNOLOGIA DE MONTES CLAROS,FACIT,MONTES CLAROS,MG,Privada,Faculdade
1506,INSTITUTO CENECISTA FAYAL DE ENSINO SUPERIOR,IFES,ITAJAI,SC,Privada,Faculdade
3488,CENTRO DE ENSINO SUPERIOR DE CONSELHEIRO LAFAIETE,CES-CL,"CONSELHEIROLAFAIETE",MG,Pública,Faculdade
1153,UNIVERSIDADE CÂNDIDO MENDES,UCAM,RIO DE JANEIRO,RJ,Privada,Universidade
1403,FACULDADE DE PIMENTA BUENO,FAP,PIMENTA BUENO,RO,Privada,Faculdade
1712,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE TERESINA,FACET,TERESINA,PI,Privada,Faculdade
3975,FACULDADE SÃO FRANCISCO DE PIUMHI,FASPI,PIUMHI,MG,Privada,Faculdade
3930,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ,IESRSA,PICOS,PI,Privada,Faculdade
5216,"FACULDADE ANHANGUERA DE EDUCAÇÃO, CIÊNCIAS E TECNOLOGIA DE SOROCABA",FAECTS,SOROCABA,SP,Privada,Faculdade
2656,FACULDADE SANTA CATARINA,FASC,RECIFE,PE,Privada,Faculdade
2431,FACULDADE ESTÁCIO MONTESSORI DE IBIÚNA,FMI,IBIUNA,SP,Privada,Faculdade
3232,FACULDADE IGUAÇU,FI,CAPANEMA,PR,Privada,Faculdade
288,FACULDADE DE DIREITO DO VALE DO RIO DOCE,FADIVALE,"GOVERNADORVALADARES",MG,Privada,Faculdade
1156,FACULDADE CENECISTA DE ITABORAÍ,FACNEC,ITABORAI,RJ,Privada,Faculdade
264,UNIVERSIDADE SÃO MARCOS,USM,SAO PAULO,SP,Privada,Universidade
2722,FACULDADE CATÓLICA DO CEARÁ,FCC,FORTALEZA,CE,Privada,Faculdade
1388,FACULDADE SUMARÉ,ISES,SAO PAULO,SP,Privada,Faculdade
1653,FACULDADE DE CIÊNCIA E EDUCAÇÃO DO CAPARAÓ,FACEC,GUACUI,ES,Privada,Faculdade
1783,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,FACISA - CELER,XAXIM,SC,Privada,Faculdade
522,CENTRO UNIVERSITÁRIO CELSO LISBOA,UCL,RIO DE JANEIRO,RJ,Privada,Centro Universitário
5017,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,"FAETERJPETRÓPOLIS",PETROPOLIS,RJ,Pública,Faculdade
1599,INSTITUTO DE ENSINO SUPERIOR PRESIDENTE TANCREDO DE ALMEIDA NEVES,IPTAN,SAO JOAO DEL REI,MG,Privada,Faculdade
493,FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ,FACEG,GUARATINGUETA,SP,Privada,Faculdade
4785,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,PORTO VELHO,RO,Pública,"Instituto Federal de Educação, Ciência e Tecnologia"
3268,FACULDADE MADRE THAIS,FMT,ILHEUS,BA,Privada,Faculdade
3146,FACULDADE DE ODONTOLOGIA DO RECIFE,FOR,RECIFE,PE,Privada,Faculdade
3716,FACULDADE CIÊNCIAS DA VIDA,FCV,SETE LAGOAS,MG,Privada,Faculdade
4531,FACULDADE ADVENTISTA DA BAHIA,FADBA,CACHOEIRA,BA,Privada,Faculdade
4416,FACULDADE JK - UNIDADE I - GAMA,,BRASILIA,DF,Privada,Faculdade
3170,FACULDADES INTEGRADAS ASSOCIAÇÃO DE ENSINO DE SANTA CATARINA,FASSESC,FLORIANOPOLIS,SC,Privada,Faculdade
4496,FACULDADE DE TECNOLOGIA DO VALE DO IVAÍ,FATEC-IVAI,IVAIPORA,PR,Privada,Faculdade
509,FACULDADES INTEGRADAS DE CRUZEIRO,FIC,CRUZEIRO,SP,Privada,Faculdade
2332,FACULDADE CORPORATIVA CESPI,FACESPI,PIRAJU,SP,Privada,Faculdade
939,FACULDADE CATÓLICA DE ANÁPOLIS,"CATÓLICA DEANÁPOLIS",ANAPOLIS,GO,Privada,Faculdade
1612,FACULDADE SUL BRASIL,FASUL,TOLEDO,PR,Privada,Faculdade
944,ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DO RIO DE JANEIRO,ESPM,RIO DE JANEIRO,RJ,Privada,Faculdade
4053,CENTRO DE EDUCAÇÃO SUPERIOR BARNABITA,CESB,BELO HORIZONTE,MG,Privada,Faculdade
1682,FACULDADE SALESIANA MARIA AUXILIADORA,FSMA,MACAE,RJ,Privada,Faculdade
3303,FACULDADES INTEGRADAS MATO-GROSSENSES DE CIÊNCIAS SOCIAIS E HUMANAS,ICE,CUIABA,MT,Privada,Faculdade
1717,FACULDADE DE IMPERATRIZ,FACIMP,IMPERATRIZ,MA,Privada,Faculdade
15450,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE IPATINGA,,IPATINGA,MG,Privada,Faculdade
3203,INSTITUTO SUPERIOR DE EDUCAÇÃO ALBERT EINSTEIN,ISALBE,BRASILIA,DF,Privada,Faculdade
11007,FACULDADE CENTRO OESTE,FACEOPAR,"LARANJEIRAS DOSUL",PR,Privada,Faculdade
3786,FACULDADE DE ENSINO DE MINAS GERAIS,FACEMG,BELO HORIZONTE,MG,Privada,Faculdade
721,FACULDADE DE EDUCAÇÃO DE ASSIS,FAEDA,ASSIS,SP,Privada,Faculdade
3607,ESCOLA SUPERIOR ASSOCIADA DE GOIÂNIA,ESUP,GOIANIA,GO,Privada,Faculdade
666,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,UEFS,FEIRA DE SANTANA,BA,Pública,Universidade
3972,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO,CESEP,MACHADO,MG,Privada,Faculdade
2282,FACULDADE DE CAFELÂNDIA,FAC,CAFELANDIA,PR,Privada,Faculdade
1677,FACULDADE DE ENSINO SUPERIOR DO PIAUÍ,FAESPI,TERESINA,PI,Privada,Faculdade
475,FACULDADE DE MEDICINA DE PETRÓPOLIS,FMP,PETROPOLIS,RJ,Privada,Faculdade
1125,FACULDADES INTEGRADAS ESPÍRITA,FIES,CURITIBA,PR,Privada,Faculdade
1546,FACULDADE DE EDUCAÇÃO SÃO FRANCISCO,FAESF,PEDREIRAS,MA,Privada,Faculdade
749,CENTRO DE ENSINO SUPERIOR DO VALE DO PARNAÍBA,CESVALE,TERESINA,PI,Privada,Faculdade
5473,"FACULDADE DE CIÊNCIA, TECNOLOGIA E EDUCAÇÃO",FACITE,"SANTA MARIA DAVITORIA",BA,Privada,Faculdade
3625,FACULDADE CATÓLICA NOSSA SENHORA DAS VITÓRIAS,FCNSV,ACU,RN,Privada,Faculdade
2566,INSTITUTO DE ENSINO SUPERIOR DE OLINDA,IESO,OLINDA,PE,Privada,Faculdade
825,FACULDADE PRESBITERIANA GAMMON,FAGAMMON,LAVRAS,MG,Privada,Faculdade
1364,FACULDADE DE TECNOLOGIA E CIÊNCIAS DE VITÓRIA DA CONQUISTA,FTC,"VITORIA DACONQUISTA",BA,Privada,Faculdade
3590,FACULDADE DE ENFERMAGEM SÃO VICENTE DE PAULA,FESVIP,JOAO PESSOA,PB,Privada,Faculdade
78,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE,FAFIA,ALEGRE,ES,Pública,Faculdade
4629,FACULDADE DE TECNOLOGIA FUNDETEC,FATEF,SAO PAULO,SP,Privada,Faculdade
1800,FACULDADE DE REALEZA,CESREAL,REALEZA,PR,Privada,Faculdade
5518,FACULDADE GUARAPUAVA,FG,GUARAPUAVA,PR,Privada,Faculdade
3186,FACULDADE DE SÃO ROQUE,FAEV,SAO ROQUE,SP,Privada,Faculdade
2942,INSTITUTO SUPERIOR DE EDUCAÇÃO FRANCISCANO NOSSA SENHORA DE FÁTIMA,FATIMA,BRASILIA,DF,Privada,Faculdade
1208,FAL ESTÁCIO - FACULDADE ESTÁCIO DE NATAL,,NATAL,RN,Privada,Faculdade
14858,FACULDADE DE TECNOLOGIA FRANCISCO MORATO,FFRAMO,"FRANCISCOMORATO",SP,Privada,Faculdade
989,ESCOLA SUPERIOR EM MEIO AMBIENTE,ESMA,IGUATAMA,MG,Privada,Faculdade
1226,INSTITUTO DE ENSINO SUPERIOR DO ACRE,IESACRE,RIO BRANCO,AC,Privada,Faculdade
843,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE BIRIGUI,FATEB,BIRIGUI,SP,Pública,Faculdade
131,FACULDADE DE EDUCAÇÃO FÍSICA DE BARRA BONITA,FAEFI,BARRA BONITA,SP,Privada,Faculdade
1907,FACULDADE EDUCACIONAL DE COLOMBO,FAEC,COLOMBO,PR,Privada,Faculdade
2323,FACULDADE DA AMAZÔNIA,FAMA,VILHENA,RO,Privada,Faculdade
14161,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE CONTAGEM,FACEC Contagem,CONTAGEM,MG,Privada,Faculdade
3513,FACULDADE DE PRESIDENTE VENCESLAU,FAPREV,"PRESIDENTEVENCESLAU",SP,Privada,Faculdade
4442,ESCOLA SUPERIOR PAULISTA DE ADMINISTRAÇÃO - ESPA,ESPA,GUARULHOS,SP,Privada,Faculdade
822,ESCOLA SUPERIOR DE ESTUDOS EMPRESARIAIS E INFORMÁTICA,ESEEI,CURITIBA,PR,Privada,Faculdade
4329,FACULDADE DO CENTRO EDUCACIONAL MINEIRO - FACEM,FACEM-BH,BELO HORIZONTE,MG,Privada,Faculdade
1628,FACULDADE DE CIÊNCIAS HUMANAS DE AGUAÍ,FACHA,AGUAI,SP,Privada,Faculdade
195,FACULDADE MORAES JÚNIOR - MACKENZIE RIO,"FMJ - MACKENZIERIO",RIO DE JANEIRO,RJ,Privada,Faculdade
15357,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE UBÁ,,UBA,MG,Privada,Faculdade
1868,INSTITUTO SUPERIOR DE EDUCAÇÃO DE SANTOS DUMONT,ISESD,SANTOS DUMONT,MG,Privada,Faculdade
1162,FACULDADE DE ALTA FLORESTA,FAF,ALTA FLORESTA,MT,Privada,Faculdade
4950,FACULDADE AUM,,CUIABA,MT,Privada,Faculdade
1803,FACULDADE DE TECNOLOGIA E CIÊNCIAS DE PERNAMBUCO,FATEC,RECIFE,PE,Privada,Faculdade
14126,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE SÃO LOURENÇO,"FUNEES SãoLourenço",SAO LOURENCO,MG,Privada,Faculdade
2688,FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA,INESP,JACAREI,SP,Privada,Faculdade
3469,FACULDADE DE ADMINISTRAÇÃO DE PASSOS,FAP,PASSOS,MG,Privada,Faculdade
1749,FACULDADE LUSO-BRASILEIRA,FALUB,CARPINA,PE,Privada,Faculdade
1580,FACULDADE DE CIÊNCIAS E EDUCAÇÃO SENA AIRES,FACESA,"VALPARAISO DEGOIAS",GO,Privada,Faculdade
3377,FACULDADE MONTESSORIANO DE SALVADOR,FAMA,SALVADOR,BA,Privada,Faculdade
4584,FACULDADE DE TECNOLOGIA MACHADO DE ASSIS,FAMA,CURITIBA,PR,Privada,Faculdade
4007,"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO",FATECE,PIRASSUNUNGA,SP,Privada,Faculdade
3753,FACULDADES INTEGRADAS DOM PEDRO II,DOMPEDRO,"SAO JOSE DO RIOPRETO",SP,Privada,Faculdade
1394,FACULDADE CASTRO ALVES,FCA,SALVADOR,BA,Privada,Faculdade
1159,CENTRO DE ENSINO SUPERIOR DE VITÓRIA,CESV,VITORIA,ES,Privada,Faculdade
3757,FACULDADE SERRA DA MESA,FASEM,URUACU,GO,Privada,Faculdade
4452,FACULDADE METROPOLITANA DE MARABÁ,METROPOLITANA,MARABA,PA,Privada,Faculdade
1721,FACULDADE DE VIÇOSA,FDV,VICOSA,MG,Privada,Faculdade
14248,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE UBERLÂNDIA,,UBERLANDIA,MG,Privada,Faculdade
202,FACULDADE DE ECONOMIA E FINANÇAS DO RIO DE JANEIRO,FEFRJ,RIO DE JANEIRO,RJ,Privada,Faculdade
